"Identifier","Source String","Context","Translation"
"Create.storingUsagePlaceholder","How much storage do you need?","
-- CONTEXT --
","How much storage do you need?"
"Create.taggingUsageOption","Tagging content sources for discovery","
-- CONTEXT --
","Tagging content sources for discovery"
"Create.usageLabel","How do you plan on using Kolibri Studio (check all that apply)","
-- CONTEXT --
","How do you plan on using Kolibri Studio (check all that apply)"
"Create.viewPrivacyPolicyLink","View privacy policy","
-- CONTEXT --
","View privacy policy"
"Create.viewToSLink","View terms of service","
-- CONTEXT --
","View terms of service"
"Create.websiteSourceOption","Learning Equality website","
-- CONTEXT --
","Learning Equality website"
"CurrentTopicView.COMFORTABLE_VIEW","Comfortable view","
-- CONTEXT --
","Comfortable view"
"CurrentTopicView.COMPACT_VIEW","Compact view","
-- CONTEXT --
","Compact view"
"CurrentTopicView.DEFAULT_VIEW","Default view","
-- CONTEXT --
","Default view"
"CurrentTopicView.addButton","Add","
-- CONTEXT --
","Add"
"CurrentTopicView.addExercise","New exercise","
-- CONTEXT --
","New exercise"
"CurrentTopicView.addTopic","New folder","
-- CONTEXT --
","New folder"
"CurrentTopicView.copiedItems","Copy operation complete","
-- CONTEXT --
","Copy operation complete"
"CurrentTopicView.copiedItemsToClipboard","Copied to clipboard","
-- CONTEXT --
","Copied to clipboard"
"CurrentTopicView.copySelectedButton","Copy to clipboard","
-- CONTEXT --
","Copy to clipboard"
"CurrentTopicView.copyToClipboardButton","Copy to clipboard","
-- CONTEXT --
","Copy to clipboard"
"CurrentTopicView.creatingCopies","Copying...","
-- CONTEXT --
","Copying..."
"CurrentTopicView.deleteSelectedButton","Delete","
-- CONTEXT --
","Delete"
"CurrentTopicView.duplicateSelectedButton","Make a copy","
-- CONTEXT --
","Make a copy"
"CurrentTopicView.editButton","Edit","
-- CONTEXT --
","Edit"
"CurrentTopicView.editSelectedButton","Edit","
-- CONTEXT --
","Edit"
"CurrentTopicView.importFromChannels","Import from channels","
-- CONTEXT --
","Import from channels"
"CurrentTopicView.moveSelectedButton","Move","
-- CONTEXT --
","Move"
"CurrentTopicView.optionsButton","Options","
-- CONTEXT --
","Options"
"CurrentTopicView.removedItems","Sent to trash","
-- CONTEXT --
","Sent to trash"
"CurrentTopicView.selectAllLabel","Select all","
-- CONTEXT --
","Select all"
"CurrentTopicView.selectionCount","{topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","{topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}"
"CurrentTopicView.undo","Undo","
-- CONTEXT --
","Undo"
"CurrentTopicView.uploadFiles","Upload files","
-- CONTEXT --
","Upload files"
"CurrentTopicView.viewModeTooltip","View","
-- CONTEXT --
","View"
"DeleteAccountForm.cancelButton","Cancel","
-- CONTEXT --
","Cancel"
"DeleteAccountForm.deleteAccountConfirmationPrompt","Are you sure you want to permanently delete your account? This cannot be undone","
-- CONTEXT --
","Are you sure you want to permanently delete your account? This cannot be undone"
"DeleteAccountForm.deleteAccountEnterEmail","Enter your email address to continue","
-- CONTEXT --
","Enter your email address to continue"
"DeleteAccountForm.deleteAccountLabel","Delete account","
-- CONTEXT --
","Delete account"
"DeleteAccountForm.deletionFailed","Failed to delete account","
-- CONTEXT --
","Failed to delete account"
"DeleteAccountForm.deletionFailedText","Failed to delete your account. Please contact us here: https://community.learningequality.org.","
-- CONTEXT --
","Failed to delete your account. Please contact us here: https://community.learningequality.org."
"DeleteAccountForm.emailAddressLabel","Email address","
-- CONTEXT --
","Email address"
"DeleteAccountForm.emailInvalidText","Email does not match your account email","
-- CONTEXT --
","Email does not match your account email"
"DeleteAccountForm.fieldRequired","Field is required","
-- CONTEXT --
","Field is required"
"Details.AVERAGE","Average","
-- CONTEXT --
","Average"
"Details.LARGE","Large","
-- CONTEXT --
","Large"
"Details.SMALL","Small","
-- CONTEXT --
","Small"
"Details.VERY_LARGE","Very large","
-- CONTEXT --
","Very large"
"Details.VERY_SMALL","Very small","
-- CONTEXT --
","Very small"
"Details.aggregatorToolTip","Website or organization hosting the content collection but not necessarily the creator or copyright holder","
-- CONTEXT --
","Website or organization hosting the content collection but not necessarily the creator or copyright holder"
"Details.aggregatorsLabel","Aggregators","
-- CONTEXT --
","Aggregators"
"Details.assessmentsIncludedText","Assessments","
-- CONTEXT --
","Assessments"
"Details.authorToolTip","Person or organization who created this content","
-- CONTEXT --
","Person or organization who created this content"
"Details.authorsLabel","Authors","
-- CONTEXT --
","Authors"
"Details.coachDescription","Resources for coaches are only visible to coaches in Kolibri","
-- CONTEXT --
","Resources for coaches are only visible to coaches in Kolibri"
"Details.coachHeading","Resources for coaches","
-- CONTEXT --
","Resources for coaches"
"Details.containsContentHeading","Contains content from","
-- CONTEXT --
","Contains content from"
"Details.containsHeading","Contains","
-- CONTEXT --
","Contains"
"Details.copyrightHoldersLabel","Copyright holders","
-- CONTEXT --
","Copyright holders"
"Details.creationHeading","Created on","
-- CONTEXT --
","Created on"
"Details.currentVersionHeading","Published version","
-- CONTEXT --
","Published version"
"Details.languagesHeading","Languages","
-- CONTEXT --
","Languages"
"Details.licensesLabel","Licenses","
-- CONTEXT --
","Licenses"
"Details.primaryLanguageHeading","Primary language","
-- CONTEXT --
","Primary language"
"Details.providerToolTip","Organization that commissioned or is distributing the content","
-- CONTEXT --
","Organization that commissioned or is distributing the content"
"Details.providersLabel","Providers","
-- CONTEXT --
","Providers"
"Details.publishedHeading","Published on","
-- CONTEXT --
","Published on"
"Details.resourceHeading","Total resources","
-- CONTEXT --
","Total resources"
"Details.sampleFromChannelHeading","Sample content from this channel","
-- CONTEXT --
","Sample content from this channel"
"Details.sampleFromTopicHeading","Sample content from this topic","
-- CONTEXT --
","Sample content from this topic"
"Details.sizeHeading","Channel size","
-- CONTEXT --
","Channel size"
"Details.sizeText","{text} ({size})","
-- CONTEXT --
","{text} ({size})"
"Details.subtitlesHeading","Captions and subtitles","
-- CONTEXT --
","Captions and subtitles"
"Details.tagsHeading","Common tags","
-- CONTEXT --
","Common tags"
"Details.tokenHeading","Channel token","
-- CONTEXT --
","Channel token"
"Details.unpublishedText","Unpublished","
-- CONTEXT --
","Unpublished"
"DetailsTabView.aggregatorLabel","Aggregator","
-- CONTEXT --
","Aggregator"
"DetailsTabView.aggregatorToolTip","Website or org hosting the content collection but not necessarily the creator or copyright holder","
-- CONTEXT --
","Website or org hosting the content collection but not necessarily the creator or copyright holder"
"DetailsTabView.assessmentOptionsLabel","Assessment options","
-- CONTEXT --
","Assessment options"
"DetailsTabView.audienceHeader","Audience","
-- CONTEXT --
","Audience"
"DetailsTabView.authorLabel","Author","
-- CONTEXT --
","Author"
"DetailsTabView.authorToolTip","Person or organization who created this content","
-- CONTEXT --
","Person or organization who created this content"
"DetailsTabView.basicInfoHeader","Basic information","
-- CONTEXT --
","Basic information"
"DetailsTabView.completionLabel","Completion","DetailsTabView.completionLabel

-- CONTEXT --

Heading for the section in the resource editing window","Completion"
"DetailsTabView.copyrightHolderLabel","Copyright holder","
-- CONTEXT --
","Copyright holder"
"DetailsTabView.descriptionLabel","Description","
-- CONTEXT --
","Description"
"DetailsTabView.detectedImportText","{count, plural,
 =1 {# resource has view-only permission}
 other {# resources have view-only permission}}","
-- CONTEXT --
","{count, plural,
 =1 {# resource has view-only permission}
 other {# resources have view-only permission}}"
"DetailsTabView.importedFromButtonText","Imported from {channel}","
-- CONTEXT --
","Imported from {channel}"
"DetailsTabView.languageChannelHelpText","Leave blank to use the channel language","
-- CONTEXT --
","Leave blank to use the channel language"
"DetailsTabView.languageHelpText","Leave blank to use the folder language","
-- CONTEXT --
","Leave blank to use the folder language"
"DetailsTabView.learnersCanMarkComplete","Allow learners to mark as complete","
-- CONTEXT --
","Allow learners to mark as complete"
"DetailsTabView.noTagsFoundText","No results found for ""{text}"". Press 'Enter' key to create a new tag","
-- CONTEXT --
","No results found for ""{text}"". Press 'Enter' key to create a new tag"
"DetailsTabView.providerLabel","Provider","
-- CONTEXT --
","Provider"
"DetailsTabView.providerToolTip","Organization that commissioned or is distributing the content","
-- CONTEXT --
","Organization that commissioned or is distributing the content"
"DetailsTabView.randomizeQuestionLabel","Randomize question order for learners","
-- CONTEXT --
","Randomize question order for learners"
"DetailsTabView.sourceHeader","Source","
-- CONTEXT --
","Source"
"DetailsTabView.tagsLabel","Tags","
-- CONTEXT --
","Tags"
"DetailsTabView.thumbnailHeader","Thumbnail","
-- CONTEXT --
","Thumbnail"
"DetailsTabView.titleLabel","Title","
-- CONTEXT --
","Title"
"Diff.negativeSign","-","
-- CONTEXT --
","-"
"Diff.positiveSign","+","
-- CONTEXT --
","+"
"DiffTable.headerDiff","Net changes","
-- CONTEXT --
","Net changes"
"DiffTable.headerLive","Live","
-- CONTEXT --
","Live"
"DiffTable.headerStaged","Staged","
-- CONTEXT --
","Staged"
"DiffTable.headerType","Type","
-- CONTEXT --
","Type"
"DiffTable.typeAudios","Audios","
-- CONTEXT --
","Audios"
"DiffTable.typeDocuments","Documents","
-- CONTEXT --
","Documents"
"DiffTable.typeExercises","Exercises","
-- CONTEXT --
","Exercises"
"DiffTable.typeFileSize","File size","
-- CONTEXT --
","File size"
"DiffTable.typeHtml5Apps","HTML5 apps","
-- CONTEXT --
","HTML5 apps"
"DiffTable.typeSlideshows","Slideshows","
-- CONTEXT --
","Slideshows"
"DiffTable.typeTopics","Folders","
-- CONTEXT --
","Folders"
"DiffTable.typeVersion","API version","
-- CONTEXT --
","API version"
"DiffTable.typeVideos","Videos","
-- CONTEXT --
","Videos"
"EditList.selectAllLabel","Select all","
-- CONTEXT --
","Select all"
"EditListItem.questionCount","{count, plural,
 =1 {# question}
 other {# questions}}","
-- CONTEXT --
","{count, plural,
 =1 {# question}
 other {# questions}}"
"EditModal.addTopic","Add new folder","
-- CONTEXT --
","Add new folder"
"EditModal.addTopicsHeader","New folder","
-- CONTEXT --
","New folder"
"EditModal.cancelUploadsButton","Exit","
-- CONTEXT --
","Exit"
"EditModal.closeWithoutSavingButton","Close without saving","
-- CONTEXT --
","Close without saving"
"EditModal.createExerciseHeader","New exercise","
-- CONTEXT --
","New exercise"
"EditModal.dismissDialogButton","Cancel","
-- CONTEXT --
","Cancel"
"EditModal.editFilesHeader","Edit files","
-- CONTEXT --
","Edit files"
"EditModal.editingDetailsHeader","Edit details","
-- CONTEXT --
","Edit details"
"EditModal.finishButton","Finish","
-- CONTEXT --
","Finish"
"EditModal.invalidNodesFound","{count, plural,
 =1 {# incomplete resource found}
 other {# incomplete resources found}}","
-- CONTEXT --
","{count, plural,
 =1 {# incomplete resource found}
 other {# incomplete resources found}}"
"EditModal.invalidNodesFoundText","Incomplete resources will not be published until these errors are resolved","
-- CONTEXT --
","Incomplete resources will not be published until these errors are resolved"
"EditModal.keepEditingButton","Keep editing","
-- CONTEXT --
","Keep editing"
"EditModal.loadErrorText","Failed to load content","
-- CONTEXT --
","Failed to load content"
"EditModal.okButton","OK","
-- CONTEXT --
","OK"
"EditModal.saveAnywaysButton","Exit anyway","
-- CONTEXT --
","Exit anyway"
"EditModal.saveFailedHeader","Save failed","
-- CONTEXT --
","Save failed"
"EditModal.saveFailedText","There was a problem saving your content","
-- CONTEXT --
","There was a problem saving your content"
"EditModal.uploadButton","Upload more","
-- CONTEXT --
","Upload more"
"EditModal.uploadFilesHeader","Upload files","
-- CONTEXT --
","Upload files"
"EditModal.uploadInProgressHeader","Upload in progress","
-- CONTEXT --
","Upload in progress"
"EditModal.uploadInProgressText","Uploads that are in progress will be lost if you exit","
-- CONTEXT --
","Uploads that are in progress will be lost if you exit"
"EditSearchModal.cancelAction","Cancel","
-- CONTEXT --
","Cancel"
"EditSearchModal.changesSavedSnackbar","Changes saved","
-- CONTEXT --
","Changes saved"
"EditSearchModal.editSavedSearchTitle","Edit search title","
-- CONTEXT --
","Edit search title"
"EditSearchModal.fieldRequired","Field is required","
-- CONTEXT --
","Field is required"
"EditSearchModal.saveChangesAction","Save","
-- CONTEXT --
","Save"
"EditSearchModal.searchTitleLabel","Search title","
-- CONTEXT --
","Search title"
"EditView.details","Details","
-- CONTEXT --
","Details"
"EditView.editingMultipleCount","Editing details for {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","Editing details for {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}"
"EditView.errorBannerText","Please provide the required information","
-- CONTEXT --
","Please provide the required information"
"EditView.invalidFieldsToolTip","Some required information is missing","
-- CONTEXT --
","Some required information is missing"
"EditView.noItemsToEditText","Please select resources or folders to edit","
-- CONTEXT --
","Please select resources or folders to edit"
"EditView.preview","Preview","
-- CONTEXT --
","Preview"
"EditView.questions","Questions","
-- CONTEXT --
","Questions"
"EditView.related","Related","
-- CONTEXT --
","Related"
"EmailField.emailLabel","Email","
-- CONTEXT --
","Email"
"EmailField.emailRequiredMessage","Field is required","
-- CONTEXT --
","Field is required"
"EmailField.validEmailMessage","Please enter a valid email","
-- CONTEXT --
","Please enter a valid email"
"ExpandableList.less","Show less","
-- CONTEXT --
","Show less"
"ExpandableList.more","Show more ({more})","
-- CONTEXT --
","Show more ({more})"
"FilePreview.exitFullscreen","Exit fullscreen","
-- CONTEXT --
","Exit fullscreen"
"FilePreview.fullscreenModeText","Fullscreen mode","
-- CONTEXT --
","Fullscreen mode"
"FilePreview.viewFullscreen","View fullscreen","
-- CONTEXT --
","View fullscreen"
"FileStatusText.selectFile","Select file","
-- CONTEXT --
","Select file"
"FileStorage.requestStorage","Request storage","
-- CONTEXT --
","Request storage"
"FileStorage.storageFull","Storage limit reached","
-- CONTEXT --
","Storage limit reached"
"FileStorage.storageFullWithSize","Total storage limit reached: {used} of {total}","
-- CONTEXT --
","Total storage limit reached: {used} of {total}"
"FileStorage.storageLow","Storage is running low","
-- CONTEXT --
","Storage is running low"
"FileStorage.storageLowWithSize","Total storage is running low: {used} of {total}","
-- CONTEXT --
","Total storage is running low: {used} of {total}"
"FileStorage.storageUsed","Total storage used: {used} of {total}","
-- CONTEXT --
","Total storage used: {used} of {total}"
"FileUpload.fileError","Unsupported file type","
-- CONTEXT --
","Unsupported file type"
"FileUpload.filesHeader","Preview files","
-- CONTEXT --
","Preview files"
"FileUpload.noFileText","Missing files","
-- CONTEXT --
","Missing files"
"FileUploadDefault.acceptsHelp","Supported file types: {extensions}","
-- CONTEXT --
","Supported file types: {extensions}"
"FileUploadDefault.chooseFilesButton","Select files","
-- CONTEXT --
","Select files"
"FileUploadDefault.dropHereText","Drag and drop your files here, or select your files manually","
-- CONTEXT --
","Drag and drop your files here, or select your files manually"
"FileUploadDefault.uploadToText","Upload to '{title}'","
-- CONTEXT --
","Upload to '{title}'"
"FileUploadItem.removeFileButton","Remove","
-- CONTEXT --
","Remove"
"FileUploadItem.retryUpload","Retry upload","
-- CONTEXT --
","Retry upload"
"FileUploadItem.unknownFile","Unknown filename","
-- CONTEXT --
","Unknown filename"
"FileUploadItem.uploadButton","Select file","
-- CONTEXT --
","Select file"
"FileUploadItem.uploadFailed","Upload failed","
-- CONTEXT --
","Upload failed"
"ForgotPassword.forgotPasswordFailed","Failed to send a password reset link. Please try again.","
-- CONTEXT --
","Failed to send a password reset link. Please try again."
"ForgotPassword.forgotPasswordPrompt","Please enter your email address to receive instructions for resetting your password","
-- CONTEXT --
","Please enter your email address to receive instructions for resetting your password"
"ForgotPassword.forgotPasswordTitle","Reset your password","
-- CONTEXT --
","Reset your password"
"ForgotPassword.submitButton","Submit","
-- CONTEXT --
","Submit"
"FormulasMenu.btnLabelInsert","Insert","
-- CONTEXT --
","Insert"
"FormulasMenu.formulasMenuTitle","Special characters","
-- CONTEXT --
","Special characters"
"FullNameForm.cancelAction","Cancel","
-- CONTEXT --
","Cancel"
"FullNameForm.changesSavedMessage","Changes saved","
-- CONTEXT --
","Changes saved"
"FullNameForm.editNameHeader","Edit full name","
-- CONTEXT --
","Edit full name"
"FullNameForm.failedToSaveMessage","Failed to save changes","
-- CONTEXT --
","Failed to save changes"
"FullNameForm.fieldRequired","Field is required","
-- CONTEXT --
","Field is required"
"FullNameForm.firstNameLabel","First name","
-- CONTEXT --
","First name"
"FullNameForm.lastNameLabel","Last name","
-- CONTEXT --
","Last name"
"FullNameForm.saveChangesAction","Save changes","
-- CONTEXT --
","Save changes"
"GenericError.backToHomeAction","Back to home","
-- CONTEXT --
","Back to home"
"GenericError.genericErrorDetails","Try refreshing this page or going back to the home page","
-- CONTEXT --
","Try refreshing this page or going back to the home page"
"GenericError.genericErrorHeader","Sorry, something went wrong","
-- CONTEXT --
","Sorry, something went wrong"
"GenericError.helpByReportingAction","Help us by reporting this error","
-- CONTEXT --
","Help us by reporting this error"
"GenericError.refreshAction","Refresh","
-- CONTEXT --
","Refresh"
"HintsEditor.hintsLabel","Hints","
-- CONTEXT --
","Hints"
"HintsEditor.newHintBtnLabel","New hint","
-- CONTEXT --
","New hint"
"HintsEditor.noHintsPlaceholder","Question has no hints","
-- CONTEXT --
","Question has no hints"
"ImageOnlyThumbnail.thumbnail","{title} thumbnail","
-- CONTEXT --
","{title} thumbnail"
"ImagesMenu.acceptsText","Supported file types: {acceptedFormats}","
-- CONTEXT --
","Supported file types: {acceptedFormats}"
"ImagesMenu.altTextHint","The image description is necessary to enable visually impaired learners to answer questions, and it also displays when the image fails to load","
-- CONTEXT --
","The image description is necessary to enable visually impaired learners to answer questions, and it also displays when the image fails to load"
"ImagesMenu.altTextLabel","Image description","
-- CONTEXT --
","Image description"
"ImagesMenu.btnLabelCancel","Cancel","
-- CONTEXT --
","Cancel"
"ImagesMenu.btnLabelInsert","Insert","
-- CONTEXT --
","Insert"
"ImagesMenu.currentImageDefaultText","Current image","
-- CONTEXT --
","Current image"
"ImagesMenu.defaultDropText","Drag and drop an image here, or upload manually","
-- CONTEXT --
","Drag and drop an image here, or upload manually"
"ImagesMenu.imageHeader","Upload image","
-- CONTEXT --
","Upload image"
"ImagesMenu.selectFile","Select file","
-- CONTEXT --
","Select file"
"ImagesMenu.selectFileButton","Select file","
-- CONTEXT --
","Select file"
"ImportFromChannelsModal.addButton","Add","
-- CONTEXT --
","Add"
"ImportFromChannelsModal.addedText","Added","
-- CONTEXT --
","Added"
"ImportFromChannelsModal.importAction","Import","
-- CONTEXT --
","Import"
"ImportFromChannelsModal.importTitle","Import from other channels","
-- CONTEXT --
","Import from other channels"
"ImportFromChannelsModal.removeButton","Remove","
-- CONTEXT --
","Remove"
"ImportFromChannelsModal.resourcesAddedSnackbar","{count, number} {count, plural, one {resource selected} other {resources selected}}","
-- CONTEXT --
","{count, number} {count, plural, one {resource selected} other {resources selected}}"
"ImportFromChannelsModal.resourcesRemovedSnackbar","{count, number} {count, plural, one {resource removed} other {resources removed}}","
-- CONTEXT --
","{count, number} {count, plural, one {resource removed} other {resources removed}}"
"ImportFromChannelsModal.resourcesSelected","{count, number} {count, plural, one {resource selected} other {resources selected}}","
-- CONTEXT --
","{count, number} {count, plural, one {resource selected} other {resources selected}}"
"ImportFromChannelsModal.reviewAction","Review","
-- CONTEXT --
","Review"
"ImportFromChannelsModal.reviewTitle","Resource selection","
-- CONTEXT --
","Resource selection"
"InfoModal.close","Close","
-- CONTEXT --
","Close"
"LanguageDropdown.labelText","Language","
-- CONTEXT --
","Language"
"LanguageDropdown.languageItemText","{language} ({code})","
-- CONTEXT --
","{language} ({code})"
"LanguageDropdown.languageRequired","Field is required","
-- CONTEXT --
","Field is required"
"LanguageDropdown.noDataText","Language not found","
-- CONTEXT --
","Language not found"
"LanguageFilter.languageLabel","Languages","
-- CONTEXT --
","Languages"
"LanguageFilter.noMatchingLanguageText","No language matches the search","
-- CONTEXT --
","No language matches the search"
"LanguageSwitcherList.showMoreLanguagesSelector","More languages","
-- CONTEXT --
","More languages"
"LanguageSwitcherModal.cancelAction","Cancel","
-- CONTEXT --
","Cancel"
"LanguageSwitcherModal.changeLanguageModalHeader","Change language","
-- CONTEXT --
","Change language"
"LanguageSwitcherModal.confirmAction","Confirm","
-- CONTEXT --
","Confirm"
"LicenseDropdown.learnMoreButton","Learn More","
-- CONTEXT --
","Learn More"
"LicenseDropdown.licenseDescriptionLabel","License description","
-- CONTEXT --
","License description"
"LicenseDropdown.licenseInfoHeader","About licenses","
-- CONTEXT --
","About licenses"
"LicenseDropdown.licenseLabel","License","
-- CONTEXT --
","License"
"Main.TOSLink","Terms of service","
-- CONTEXT --
","Terms of service"
"Main.copyright","© {year} Learning Equality","
-- CONTEXT --
","© {year} Learning Equality"
"Main.createAccountButton","Create an account","
-- CONTEXT --
","Create an account"
"Main.forgotPasswordLink","Forgot your password?","
-- CONTEXT --
","Forgot your password?"
"Main.guestModeLink","Explore without an account","
-- CONTEXT --
","Explore without an account"
"Main.kolibriStudio","Kolibri Studio","
-- CONTEXT --
","Kolibri Studio"
"Main.loginFailed","Email or password is incorrect","
-- CONTEXT --
","Email or password is incorrect"
"Main.loginFailedOffline","You seem to be offline. Please connect to the internet before signing in.","
-- CONTEXT --
","You seem to be offline. Please connect to the internet before signing in."
"Main.loginToProceed","You must sign in to view that page","
-- CONTEXT --
","You must sign in to view that page"
"Main.passwordLabel","Password","
-- CONTEXT --
","Password"
"Main.privacyPolicyLink","Privacy policy","
-- CONTEXT --
","Privacy policy"
"Main.signInButton","Sign in","
-- CONTEXT --
","Sign in"
"MainNavigationDrawer.administrationLink","Administration","
-- CONTEXT --
","Administration"
"MainNavigationDrawer.channelsLink","Channels","
-- CONTEXT --
","Channels"
"MainNavigationDrawer.copyright","© {year} Learning Equality","
-- CONTEXT --
","© {year} Learning Equality"
"MainNavigationDrawer.giveFeedback","Give feedback","
-- CONTEXT --
","Give feedback"
"MainNavigationDrawer.helpLink","Help and support","
-- CONTEXT --
","Help and support"
"MainNavigationDrawer.logoutLink","Sign out","
-- CONTEXT --
","Sign out"
"MainNavigationDrawer.settingsLink","Settings","
-- CONTEXT --
","Settings"
"MarkdownEditor.bold","Bold (Ctrl+B)","
-- CONTEXT --
","Bold (Ctrl+B)"
"MarkdownEditor.formulas","Insert formula (Ctrl+F)","
-- CONTEXT --
","Insert formula (Ctrl+F)"
"MarkdownEditor.image","Insert image (Ctrl+P)","
-- CONTEXT --
","Insert image (Ctrl+P)"
"MarkdownEditor.italic","Italic (Ctrl+I)","
-- CONTEXT --
","Italic (Ctrl+I)"
"MarkdownEditor.minimize","Minimize (Ctrl+M)","
-- CONTEXT --
","Minimize (Ctrl+M)"
"MarkdownImageField.editImageOption","Edit","
-- CONTEXT --
","Edit"
"MarkdownImageField.removeImageOption","Remove","
-- CONTEXT --
","Remove"
"MarkdownImageField.resizeImageOption","Resize","
-- CONTEXT --
","Resize"
"MasteryCriteriaGoal.labelText","Goal","
-- CONTEXT --
","Goal"
"MasteryCriteriaMofNFields.mHint","Correct answers needed","
-- CONTEXT --
","Correct answers needed"
"MasteryCriteriaMofNFields.nHint","Recent answers","
-- CONTEXT --
","Recent answers"
"MessageLayout.backToLogin","Continue to sign-in page","
-- CONTEXT --
","Continue to sign-in page"
"MoveModal.addTopic","Add new folder","
-- CONTEXT --
","Add new folder"
"MoveModal.cancel","Cancel","
-- CONTEXT --
","Cancel"
"MoveModal.emptyTopicText","No resources found","
-- CONTEXT --
","No resources found"
"MoveModal.goToLocationButton","Go to location","
-- CONTEXT --
","Go to location"
"MoveModal.moveHere","Move here","
-- CONTEXT --
","Move here"
"MoveModal.moveItems","Move {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}} into:","
-- CONTEXT --
","Move {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}} into:"
"MoveModal.movedMessage","Moved to {title}","
-- CONTEXT --
","Moved to {title}"
"MoveModal.resourcesCount","{count, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","{count, plural,
 =1 {# resource}
 other {# resources}}"
"MoveModal.topicCreatedMessage","New folder created","
-- CONTEXT --
","New folder created"
"MultiSelect.noItemsFound","No items found","
-- CONTEXT --
","No items found"
"NewTopicModal.cancel","Cancel","
-- CONTEXT --
","Cancel"
"NewTopicModal.create","Create","
-- CONTEXT --
","Create"
"NewTopicModal.createTopic","Create new folder","
-- CONTEXT --
","Create new folder"
"NewTopicModal.topicTitle","Folder title","
-- CONTEXT --
","Folder title"
"NewTopicModal.topicTitleRequired","Folder title is required","
-- CONTEXT --
","Folder title is required"
"NodePanel.emptyChannelSubText","Create, upload, or import resources from other channels","
-- CONTEXT --
","Create, upload, or import resources from other channels"
"NodePanel.emptyChannelText","Click ""ADD"" to start building your channel","
-- CONTEXT --
","Click ""ADD"" to start building your channel"
"NodePanel.emptyTopicText","Nothing in this folder yet","
-- CONTEXT --
","Nothing in this folder yet"
"NodePanel.emptyViewOnlyChannelText","Nothing in this channel yet","
-- CONTEXT --
","Nothing in this channel yet"
"NodeTreeNavigation.noResourcesDefaultText","No resources found","
-- CONTEXT --
","No resources found"
"OfflineText.offlineIndicatorText","Offline","
-- CONTEXT --
","Offline"
"OfflineText.offlineText","You seem to be offline. Your changes will be saved once your connection is back.","
-- CONTEXT --
","You seem to be offline. Your changes will be saved once your connection is back."
"PageNotFoundError.backToHomeAction","Back to home","
-- CONTEXT --
","Back to home"
"PageNotFoundError.pageNotFoundDetails","Sorry, that page does not exist","
-- CONTEXT --
","Sorry, that page does not exist"
"PageNotFoundError.pageNotFoundHeader","Page not found","
-- CONTEXT --
","Page not found"
"PasswordField.fieldRequiredMessage","Field is required","
-- CONTEXT --
","Field is required"
"PasswordField.passwordLabel","Password","
-- CONTEXT --
","Password"
"PasswordInstructionsSent.passwordInstructionsHeader","Instructions sent. Thank you!","
-- CONTEXT --
","Instructions sent. Thank you!"
"PasswordInstructionsSent.passwordInstructionsText","If there is already an account with the email address provided, you should receive the instructions shortly. If you don't see an email from us, please check your spam folder.","
-- CONTEXT --
","If there is already an account with the email address provided, you should receive the instructions shortly. If you don't see an email from us, please check your spam folder."
"PermissionsError.goToHomePageAction","Go to home page","
-- CONTEXT --
","Go to home page"
"PermissionsError.permissionDeniedHeader","Did you forget to sign in?","
-- CONTEXT --
","Did you forget to sign in?"
"PoliciesModal.checkboxText","I have agreed to the above terms","
-- CONTEXT --
","I have agreed to the above terms"
"PoliciesModal.checkboxValidationErrorMessage","Field is required","
-- CONTEXT --
","Field is required"
"PoliciesModal.closeButton","Close","
-- CONTEXT --
","Close"
"PoliciesModal.continueButton","Continue","
-- CONTEXT --
","Continue"
"PoliciesModal.lastUpdated","Last updated {date}","
-- CONTEXT --
","Last updated {date}"
"PrivacyPolicyModal.privacyHeader","Privacy policy","
-- CONTEXT --
","Privacy policy"
"PrivacyPolicyModal.updatedPrivacyHeader","Updated privacy policy","
-- CONTEXT --
","Updated privacy policy"
"ProgressBar.progressText","{percent}%","
-- CONTEXT --
","{percent}%"
"ProgressModal.defaultErrorText","Last attempt to publish failed","
-- CONTEXT --
","Last attempt to publish failed"
"ProgressModal.lastPublished","Published {last_published}","
-- CONTEXT --
","Published {last_published}"
"ProgressModal.publishHeader","Publishing channel","
-- CONTEXT --
","Publishing channel"
"ProgressModal.syncError","Last attempt to sync failed","
-- CONTEXT --
","Last attempt to sync failed"
"ProgressModal.syncHeader","Syncing channel","
-- CONTEXT --
","Syncing channel"
"ProgressModal.unpublishedText","Unpublished","
-- CONTEXT --
","Unpublished"
"PublishModal.cancelButton","Cancel","
-- CONTEXT --
","Cancel"
